offset,texto,tamanho_bytes,encoding,texto_traduzido
0xa91fb00,About what Mantis said...,25,shift_jis,
0xa91fb2c,I was just wondering...,23,shift_jis,
0xa91fb54,What? What's the problem now?,29,shift_jis,
0xa91fb84,Oh no...nothing.,16,shift_jis,
0xa91fba8,So tell me Snake.,17,shift_jis,
0xa91fbcc,What's your name?,17,shift_jis,
0xa91fbf0,Your real name?,15,shift_jis,
0xa91fc10,Name means nothing|on the battlefield.,39,latin-1,
0xa91fc48,How old are you?,16,shift_jis,
0xa91fc6c,Old enough to know what death|looks like...,44,latin-1,
0xa91fcac,Any family?,11,shift_jis,
0xa91fcc8,"No, but I was raised by many|people.",37,latin-1,
0xa91fd00,Is there anyone you like?,25,shift_jis,
0xa91fd2c,I've never been interested in|anyone else's life...,52,latin-1,
0xa91fd74,So you are all alone.,22,shift_jis,
0xa91fd9c,Just like Mantis said...,24,shift_jis,
0xa91fdc8,Other people just complicate my life.,37,shift_jis,
0xa91fe00,I don't like to get involved.,29,shift_jis,
0xa91fe30,"...You're a sad, lonely man.",28,shift_jis,
0xa91fe60,C'mon...let's go...,19,shift_jis,
0xad7e8a8,Could there be wolves in there?,31,shift_jis,
0xad7e8d8,"Wolf dogs.|Half-wolf, half-huskie.",35,latin-1,
0xad7e90c,How do you know so much?,24,shift_jis,
0xad7e938,I ride dog sleds. I'm a musher.,31,shift_jis,
0xae9d0f8,Meryl??,7,shift_jis,
0xae9d12c,"Meryl, get down!!",17,shift_jis,
0xae9d150,Aaaaaaaahhh!!!,14,shift_jis,
0xae9d170,Meryl!!,7,shift_jis,
0xae9d188,Oooooohhhh!!,12,shift_jis,
0xae9d1a8,Aaaaaaaghhh!!,13,shift_jis,
0xae9d1e4,leave me and run...,19,shift_jis,
0xae9d208,Meryl...,8,shift_jis,
0xae9d224,I guess...I am a rookie after all...,36,shift_jis,
0xae9d25c,"Don't worry, Meryl.|It's me they want.",39,latin-1,
0xae9d294,Even I know that.,17,shift_jis,
0xae9d2b8,It's the oldest trick in the book...,36,shift_jis,
0xae9d2f0,The sniper's using me for bait|to lure you out.,48,latin-1,
0xae9d34c,"Shoot me, Snake!!",17,shift_jis,
0xae9d384,My gun...,9,shift_jis,
0xae9d3a0,...I can't reach it by myself...,32,shift_jis,
0xae9d3d4,Don't move.,11,shift_jis,
0xae9d3f0,I promised...,13,shift_jis,
0xae9d410,...I wouldn't slow you down!,28,shift_jis,
0xae9d458,I...I...I can still help...,27,shift_jis,
0xae9d484,I want to help you!,19,shift_jis,
0xae9d4a8,Quiet down. Save your strength!,31,shift_jis,
0xae9d4d8,I was a fool. I wanted to be|a soldier...,42,latin-1,
0xae9d514,But war is ugly...There's nothing|glamorous about it.,54,latin-1,
0xae9d55c,"Snake, please! Save yourself!",29,shift_jis,
0xae9d58c,Go on living and don't give up|on people!,42,latin-1,
0xae9d5c8,Don't forget me...,18,shift_jis,
0xae9d5ec,Now get out of here...!,23,shift_jis,
0xb40c940,It's hard to miss when you're|this close.,42,latin-1,
0xb40c97c,Toss your weapon over here.,27,shift_jis,
0xb40c9a8,Slowly...,9,shift_jis,
0xb40c9c4,You were a fool to come back here...|stupid man!,49,latin-1,
0xb40ca08,"A lady sniper, huh?",19,shift_jis,
0xb40ca2c,Didn't you know that two thirds of |the world's greatest assasins...,69,latin-1,
0xb40ca84,are women?,10,shift_jis,
0xb40caa0,Do you want to die now?,23,shift_jis,
0xb40cac8,Or after your female friend?,28,shift_jis,
0xb40caf8,Which will it be?,17,shift_jis,
0xb40cb1c,I'll die after I kill you.,26,shift_jis,
0xb40cb48,Is that right?,14,shift_jis,
0xb40cb68,Well at least you've got spirit.,32,shift_jis,
0xb40cb9c,I'm Sniper Wolf and I always kill|what I aim at.,49,latin-1,
0xb40cbe0,You're my...,12,shift_jis,
0xb40cc00,special prey...,15,shift_jis,
0xb40cc20,...Got it?,10,shift_jis,
0xb40cc3c,I've left my mark on you.,25,shift_jis,
0xb40cc68,...I won't forget it.,21,shift_jis,
0xb40cc90,Until I kill you...,19,shift_jis,
0xb40ccb4,you're all I'll|think about.,29,latin-1,
0xb40cce4,Uuuhh!!,7,shift_jis,
0xb40ccfc,Take him away...,16,shift_jis,
0xb90b118,There definitely is a resemblance.,34,shift_jis,
0xb90b14c,"Don't you think, little brother?",32,shift_jis,
0xb90b180,Or should I say big brother?,28,shift_jis,
0xb90b1b0,I'm not sure...,15,shift_jis,
0xb90b1d0,"Anyway, it doesn't matter.",26,shift_jis,
0xb90b1fc,You and I are both the last surviving,37,shift_jis,
0xb90b234,"""sons of Big Boss"".",19,shift_jis,
0xb90b258,It's me...,10,shift_jis,
0xb90b28c,Then what?,10,shift_jis,
0xb90b2a8,Those idiots!,13,shift_jis,
0xb90b2c8,"Alright, Raven. |I'll be right there.",38,latin-1,
0xb90b300,They're not responding to our demands.,38,shift_jis,
0xb90b338,We'll launch the first one|in 10 hours as planned.,51,latin-1,
0xb90b37c,Damn Americans!!,16,shift_jis,
0xb90b3a0,Looks like you read them wrong.,31,shift_jis,
0xb90b3d0,Something's funny...,20,shift_jis,
0xb90b3f8,Normally the Americans are the first ones|to the negotiating table.,68,latin-1,
0xb90b450,They must think they have|something up their sleeves...,56,latin-1,
0xb90b49c,"So it's come down to it, has it.",32,shift_jis,
0xb90b4d0,We're gonna launch that nuke|and ride it all the way into history.,67,latin-1,
0xb90b524,I've got to take care of|some launch preparations.,51,latin-1,
0xb90b568,"You're in charge here, Ocelot.",30,shift_jis,
0xb90b598,What about you?,15,shift_jis,
0xb90b5b8,Wanna stay for the show?,24,shift_jis,
0xb90b5e4,I'm not interested.,19,shift_jis,
0xb90b608,It's time to feed the family.,29,shift_jis,
0xb90b638,"So you prefer your wolves|to my show, huh?",43,latin-1,
0xb90b674,"Ocelot, don't screw up like| you did with the Chief.",53,latin-1,
0xb90b6bc,"Yes, I know.",12,shift_jis,
0xb90b6dc,That was an accident.,21,shift_jis,
0xb90b704,I didn't think a pencil pusher like him|would be so tough.,59,latin-1,
0xb90b750,Well...,7,shift_jis,
0xb90b768,his mental defenses were reinforced|by hypnotherapy.,53,latin-1,
0xb90b7b0,"Boss, what about that ninja?",28,shift_jis,
0xb90b7e0,He's killed 12 men.,19,shift_jis,
0xb90b804,"Whoever he is,|he's some kind of lunatic.",42,latin-1,
0xb90b840,Bastard took my hand...,23,shift_jis,
0xb90b868,How could he have gotten in here?,33,shift_jis,
0xb90b89c,Perhaps there's a spy among us...,33,shift_jis,
0xb90b8d0,Mantis is dead.,15,shift_jis,
0xb90b8f0,We've also got to find out|what killed Baker and Octopus.,58,latin-1,
0xbf0048c,"We're shorthanded,",18,shift_jis,
0xbf004b0,so make this little torture show of yours|as short as possible.,64,latin-1,
0xbf00504,Torture?,8,shift_jis,
0xbf00520,This is an interrogation.,25,shift_jis,
0xbf0054c,As you wish.,12,shift_jis,
0xbf0056c,"See you later, brother.",23,shift_jis,
0xbf00594,Your woman is still in this world...,36,shift_jis,
0xbf005e4,Catch you later...handsome.,27,shift_jis,
0xbf00610,"Once she picks a target, she doesn't|think about anything else.",64,latin-1,
0xbf00664,Sometimes she even falls in love|with them before she kills them.,66,latin-1,
0xbf006b8,"Finally, just the two of us.",28,shift_jis,
0xbf006e8,How are you feeling?,20,shift_jis,
0xbf00710,Not bad. I caught a nice nap on|this revolving bed of yours.,61,latin-1,
0xbf00760,Too bad I was sleeping alone.,29,shift_jis,
0xbf00790,Glad to hear that.,18,shift_jis,
0xbf007b4,This is some bed all right...,29,shift_jis,
0xbf007e4,I'm about to show you some|of its nicer features...,52,latin-1,
0xbf0082c,Where are my things?,20,shift_jis,
0xbf00854,"Oh, don't worry, they're all there.",35,shift_jis,
0xbf00888,Washington was taking quite|a chance sending you here.,55,latin-1,
0xbf008d0,"Someone must have a lot of faith|in your skill. Huh, carrier boy?",66,latin-1,
0xbf0093c,"Metal Gear is armed with a new|type of nuclear warhead, huh?",61,latin-1,
0xbf0098c,Why don't you go ask Campbell|for the full story.,50,latin-1,
0xbf009d0,The Colonel?,12,shift_jis,
0xbf009f0,"By the way, you got an optical disc|from President Baker, didn't you?",70,latin-1,
0xbf00a48,What if I did?,14,shift_jis,
0xbf00a68,Is that the only disc?,22,shift_jis,
0xbf00a90,There's no other data?,22,shift_jis,
0xbf00adc,There's no copy?,16,shift_jis,
0xbf00b00,"If not, that's fine.",20,shift_jis,
0xbf00b28,Is Meryl okay?,14,shift_jis,
0xbf00b48,She's not dead yet.,19,shift_jis,
0xbf00b6c,Wolf must have been feeling generous.,37,shift_jis,
0xbf00ba4,But if you want her to stay that way,36,shift_jis,
0xbf00bdc,you better start answering|my questions right now.,51,latin-1,
0xbf00c20,You were holding one card key.,30,shift_jis,
0xbf00c50,Where are the other two?,24,shift_jis,
0xbf00c7c,What's the trick behind that key!?,34,shift_jis,
0xc4eb1e4,Trick?,6,shift_jis,
0xc4eb1fc,That weasel of a president said there's|some kind of trick to using the key.,77,latin-1,
0xc4eb25c,Hell if I know.,15,shift_jis,
0xc4eb27c,I see.,6,shift_jis,
0xc4eb294,No problem then.,16,shift_jis,
0xc4eb2b8,"We're going to play a game, Snake.",34,shift_jis,
0xc4eb2ec,And we'll find out what kind|of man you really are.,52,latin-1,
0xc4eb334,"When the pain becomes|too great to bear,",41,latin-1,
0xc4eb370,just give up and your|suffering will end.,42,latin-1,
0xc4eb3ac,"But if you do, the girl's life is mine.",39,shift_jis,
0xc655094,Looks like I got a roommate...,30,shift_jis,
0xc6550c4,The DARPA Chief!?...,20,shift_jis,
0xc6550ec,whew...what a stench!,21,shift_jis,
0xc7048f8,It's me!,8,shift_jis,
0xc704914,Otacon!,7,shift_jis,
0xc70492c,Wow! They even captured you!,28,shift_jis,
0xc70495c,Hurry! Get me out of here!,26,shift_jis,
0xc704988,Lemme go!,9,shift_jis,
0xc7049a4,That hurts!,11,shift_jis,
0xc7049c0,Hurry up!,9,shift_jis,
0xc7049dc,Is that how you ask a guy a favor?,34,shift_jis,
0xc704a2c,Jeez!,5,shift_jis,
0xc704a44,It's like an animal's cage.,27,shift_jis,
0xc704a70,...What a smell!,16,shift_jis,
0xc704a94,Cause of him.,13,shift_jis,
0xc704ab4,Eeyaaah!!,9,shift_jis,
0xc704ad0,It's the DARPA Chief!!,22,shift_jis,
0xc704af8,"If you don't hurry up|and get me out of here,",46,latin-1,
0xc704b38,I'll be laying next to him.,27,shift_jis,
0xc704b64,Those bastards!,15,shift_jis,
0xc704b84,This lock won't open|with a security card.,43,latin-1,
0xc704bc0,You need a key like the soldiers carry.,39,shift_jis,
0xc704bf8,So what are you doing here then?,32,shift_jis,
0xc704c44,I thought you might be hungry.,30,shift_jis,
0xc704c74,"If you need more food,|I can bring some more later.",52,latin-1,
0xc704cbc,"Also, I got you this level 6 card.|It'll get you out of that Torture Room.",75,latin-1,
0xc704d18,"Here, take this too...",22,shift_jis,
0xc704d40,What's this?,12,shift_jis,
0xc704d60,It's a handkerchief.|I got it from Sniper Wolf.,48,latin-1,
0xc704dbc,"I don't know why,|but she's nice to me.",40,latin-1,
0xc704df8,Sounds like Stockholm Syndrome to me.,37,shift_jis,
0xc704e30,I was taking care of the dogs here.,35,shift_jis,
0xc704e64,"After the terrorists took over,|they were planning to shoot all the dogs.",74,latin-1,
0xc704ec0,But Sniper Wolf stopped 'em...,30,shift_jis,
0xc704ef0,She even let me feed them|when I asked.,40,latin-1,
0xc704f2c,She likes dogs.|She must be a good person.,43,latin-1,
0xc704f68,Please don't hurt her.,22,shift_jis,
0xc704f90,Wake up you idiot!|She's the one who shot Meryl!,49,latin-1,
0xc704fd4,"Well, that's all I can do...",28,shift_jis,
0xc705004,They're planning to launch a nuke!|I've got to stop them!,58,latin-1,
0xc705050,Then you'll have to get past|the Communications Tower.,55,latin-1,
0xc705098,"First, you have to get me out of here!",38,shift_jis,
0xc7050d0,C'mon...I'm trying my best!...,30,shift_jis,
0xcbcb7b0,That guard's got the key.|You'll have to take him out!,55,latin-1,
0xcbcb7f8,Gimme a break!|I'm no soldier!,31,latin-1,
0xcbcb828,I can't take anybody out!,25,shift_jis,
0xcbcb854,You have to!!,13,shift_jis,
0xcbcb874,I'll be killed!,15,shift_jis,
0xcc77904,I...I can still help...,23,shift_jis,
0xcc77950,Quiet down.|Save your strength!,32,latin-1,
0xcc77984,I was a fool.,13,shift_jis,
0xcc779a4,I wanted to be a soldier.,25,shift_jis,
0xcc779d0,But war is ugly.,16,shift_jis,
0xcc779f4,There's nothing glamorous about it.,35,shift_jis,
0xcc77a28,"Snake, please!|Save yourself!",30,latin-1,
0xcc77a58,Go on living and don't|give up on people!,42,latin-1,
0xd226910,Snaaaaake!!,11,shift_jis,
0xd22692c,I'm afraid I can't let you get past here!,41,shift_jis,
0xd226968,Liquid?,7,shift_jis,
0xd226980,You're not going any farther.,29,shift_jis,
0xd2269b0,Die!!!,6,shift_jis,
0xd2269c8,It's a long way down.|If only I had a rope.,44,latin-1,
0xd226a08,I should be able to use that rope I got...,42,shift_jis,
0xd226a44,What are you going to do?|Take on a Hind with your bare hands?,63,latin-1,
0xd226a94,Now you're mine!,16,shift_jis,
0xd226ab8,"If I stay here, I'm finished.",29,shift_jis,
0xd49c180,You're not going any further.,29,shift_jis,
0xd49c208,There must be one|around here somewhere.,41,latin-1,
0xd7128d0,Don't shoot!!,13,shift_jis,
0xd7128f0,It's me!|Don't shoot!,22,latin-1,
0xd712918,"It's me, Snake!!",16,shift_jis,
0xd71293c,Otacon?|How'd you get here?,28,latin-1,
0xd71296c,"It wasn't as dramatic as your entrance,|believe me. I'm afraid of heights.",75,latin-1,
0xd7129c8,You were watching?,18,shift_jis,
0xd7129ec,"Yeah, I was watching.",21,shift_jis,
0xd712a14,I was riding in the back of their truck...,42,shift_jis,
0xd712a50,thanks to the stealth camouflage.,33,shift_jis,
0xd712a84,How did you get up here?,24,shift_jis,
0xd712ab0,"The elevator, of course.",24,shift_jis,
0xd712adc,The 1st floor of the circular staircase|was destroyed.,55,latin-1,
0xd712b24,That's why I took the elevator...,33,shift_jis,
0xd712b58,The elevator was working?,25,shift_jis,
0xd712b84,Yeah...that's right.,20,shift_jis,
0xd712bac,You're incredible...,20,shift_jis,
0xd712bd4,like a movie hero or something.,31,shift_jis,
0xd712c04,No...you're wrong.,18,shift_jis,
0xd712c28,"In the movies,|the hero always saves the girl...",49,latin-1,
0xd712c6c,...You mean Meryl?,18,shift_jis,
0xd712c90,...Sorry...,11,shift_jis,
0xd712cac,forget I said anything...,25,shift_jis,
0xd712cd8,"Snake, there's something|I've really got to ask you.",53,latin-1,
0xd712d20,It's why I followed you up this far...,38,shift_jis,
0xd712d58,Have you ever|...loved someone?,32,latin-1,
0xd712d8c,That's what you came to ask?,28,shift_jis,
0xd712dbc,No I mean...I...,16,shift_jis,
0xd712de0,I was wondering|if even soldiers fall in love...,49,latin-1,
0xd712e24,What are you trying to say?,27,shift_jis,
0xd712e50,I wanna ask you...,18,shift_jis,
0xd712e74,Do you think love can bloom|even on a battlefield?,51,latin-1,
0xd712eb8,Yeah...I do.,12,shift_jis,
0xd712ed8,"I think at any time, any place...|people can fall in love with each other.",75,latin-1,
0xd712f4c,"if you love someone,|you have to be able to protect them...",60,latin-1,
0xd712f9c,I think so too.,15,shift_jis,
0xd712fbc,I have a favor to ask.,22,shift_jis,
0xd712fe4,Uh oh.,6,shift_jis,
0xd712ffc,Don't worry.|It'll be easy.,28,latin-1,
0xd71302c,"Umm...I told you before,|I don't wanna hurt anyone.",52,latin-1,
0xd713074,I don't want you to either.,27,shift_jis,
0xd7130b8,The elevator is stopped down there.|I want you to get it to move.,66,latin-1,
0xdc73620,You see?,8,shift_jis,
0xdc7363c,That's weird.,13,shift_jis,
0xdc7365c,"It was working before,|but now it isn't.",41,latin-1,
0xdc73698,...Maybe the panel's broken?,28,shift_jis,
0xdc736c8,Can you fix it?,15,shift_jis,
0xdc736e8,"It was working before.|If it's the mechanism, leave it to me.",62,latin-1,
0xdc73738,I've got to go and swat a noisy fly.,36,shift_jis,
0xdc73770,Okay.|I'll stay here and hold the fort.,40,latin-1,
0xdc737ac,Good luck.,10,shift_jis,
0xdc737c8,You really look like hell.|Are you okay?,41,latin-1,
0xdc73804,Don't worry.,12,shift_jis,
0xdc73824,"If I do this, it doesn't matter.",32,shift_jis,
0xdc73858,I just pretend like I'm not here.|Then I'm not scared.,55,latin-1,
0xdc738a0,Strange logic.,14,shift_jis,
0xdc738c0,I'm counting on you.,20,shift_jis,
0xde7f90c,So the Snake's finally|come out of his hole?,45,latin-1,
0xde7f94c,Are you ready now|...my brother?,33,latin-1,
0xde7f980,Why are you calling me brother?,31,shift_jis,
0xde7f9b0,Who the hell are you!?,22,shift_jis,
0xde7f9d8,I'm you.,8,shift_jis,
0xde7f9f4,I'm your shadow.,16,shift_jis,
0xde7fa30,Ask the father that you killed!|I'll send you to hell to meet him!!,68,latin-1,
0xdfb28e4,"C'mon, fly!",11,shift_jis,
0xdfb2918,Snaaake!!,9,shift_jis,
0xdfb2934,See you in hell...Liquid.,25,shift_jis,
0xdfb2960,...That takes care of the cremation.,36,shift_jis,
0xe14b8e8,I've...,7,shift_jis,
0xe14b900,...waited for this moment...,28,shift_jis,
0xe14b930,I am a sniper.,14,shift_jis,
0xe14b950,Waiting is my job...,20,shift_jis,
0xe14b978,Never moving a muscle...,24,shift_jis,
0xe14b9a4,...concentrating...,19,shift_jis,
0xe14b9c8,I am lung-shot.,15,shift_jis,
0xe14b9e8,Y...you cannot save me.,23,shift_jis,
0xe14ba10,Please...,9,shift_jis,
0xe14ba2c,Just finish me quick.,21,shift_jis,
0xe14ba54,I am a Kurd.,12,shift_jis,
0xe14ba74,I have always dreamed of|a peaceful place like this...,55,latin-1,
0xe14babc,A Kurd?,7,shift_jis,
0xe14bad4,So that's why you're called Wolf...,35,shift_jis,
0xe14bb08,I was born on a battlefield.,28,shift_jis,
0xe14bb38,Raised on a battlefield.,24,shift_jis,
0xe14bb64,"Gunfire, sirens and screams...",30,shift_jis,
0xe14bb94,...they were my lullabies...,28,shift_jis,
0xe14bbc4,Hunted like dogs day after day...,33,shift_jis,
0xe14bbf8,...driven from our ragged shelters...,37,shift_jis,
0xe14bc30,That...,7,shift_jis,
0xe14bc48,...was my life.,15,shift_jis,
0xe14bc68,"Each morning, I'd wake up...",28,shift_jis,
0xe14bc98,and find a few more of my family|or friends dead beside me.,60,latin-1,
0xe14bce8,I'd stare at the morning sun...,31,shift_jis,
0xe14bd18,...and pray to make it through|the day.,40,latin-1,
0xe14bd54,The governments of the world|turned a blind eye to our misery.,63,latin-1,
0xe14bda4,But then...,11,shift_jis,
0xe14bdc0,...he appeared.,15,shift_jis,
0xe14bde0,My hero...,10,shift_jis,
0xe14bdfc,Saladin...,10,shift_jis,
0xe14be18,he took me away from all that...,32,shift_jis,
0xe14be4c,Saladin?,8,shift_jis,
0xe14be68,...You mean Big Boss?,21,shift_jis,
0xe14be90,I became a sniper...,20,shift_jis,
0xe14beb8,"hidden, watching everything|through a rifle's scope.",53,latin-1,
0xe14bf00,"Now I could see war,|not from the inside,",42,latin-1,
0xe14bf3c,"but from the outside,",21,shift_jis,
0xe14bf64,...as an observer...,20,shift_jis,
0xe14bf8c,I watched the brutality...,26,shift_jis,
0xe14bfb8,...the stupidity of mankind|through the scope of my rifle.,59,latin-1,
0xe14c004,I joined this group of revolutionaries...,41,shift_jis,
0xe14c040,...to take my revenge on the world.,35,shift_jis,
0xe14c08c,I have shamed myself and my people.,35,shift_jis,
0xe14c0c0,I am no longer the wolf|I was born to be...,44,latin-1,
0xe9e7f98,"In the name of vengeance,|I sold my body and my soul.",54,latin-1,
0xe9e7fe0,Now...I am nothing more than a dog.,35,shift_jis,
0xe9e8014,Wolves are noble animals.,25,shift_jis,
0xe9e8040,They're not like dogs.,22,shift_jis,
0xe9e8068,"In Yupik, the word for wolf is|""Kegluneq"",",43,latin-1,
0xe9e80a4,and the Aleuts revere them|as honorable cousins.,49,latin-1,
0xe9e80e8,"They call mercenaries like us|""Dogs of War"".",45,latin-1,
0xe9e8128,"It's true, we're all for sale at|some price or another.",56,latin-1,
0xe9e8174,But you're different.,21,shift_jis,
0xe9e819c,...untamed...,13,shift_jis,
0xe9e81bc,...solitary.,12,shift_jis,
0xe9e81dc,You're no dog...,16,shift_jis,
0xe9e8200,You're a wolf.,14,shift_jis,
0xe9e8240,...Are you Saladin?,19,shift_jis,
0xe9e8264,Wolf.,5,shift_jis,
0xe9e827c,...you spared Meryl's life.,27,shift_jis,
0xe9e82a8,She...,6,shift_jis,
0xe9e82c0,She was never my real target...|I don't kill for sport.,56,latin-1,
0xe9e830c,Rest easy.,10,shift_jis,
0xe9e8328,You'll die as the proud wolf you are.,37,shift_jis,
0xe9e8360,I finally understand.,21,shift_jis,
0xe9e8388,I wasn't waiting to kill people...,34,shift_jis,
0xe9e83bc,I was waiting for someone to kill me...,39,shift_jis,
0xe9e83f4,A man like you...,17,shift_jis,
0xe9e8418,You're a hero.,14,shift_jis,
0xe9e8454,set me free...,14,shift_jis,
